,0,1,2,3,4,5,6,7,8,9,10,11,12,13,Class
25,-426.7643,80.01738,-10.597745,58.388103,-26.120016,20.09246,-10.015066,2.4362245,-1.6265591,-2.6356888,-2.579689,-7.418139,6.443938,-2.0198991,Hindi
26,-430.0768,99.30089,-20.241707,49.43538,-29.227634,14.926716,-4.9751525,-5.3794684,3.1355813,-0.30152956,-1.6329637,-8.052589,2.084,0.6581897,Hindi
27,-392.6486,59.37031,-15.704524,65.35195,-26.344097,8.1105585,-5.8619847,5.54622,-7.4338574,-5.15798,2.438961,-4.787424,2.4639394,-1.2065173,Hindi
28,-412.72733,69.11491,-21.71673,75.61193,-25.046753,15.134173,-13.640319,2.3195539,-0.46226075,-4.4250517,1.1474173,-4.480366,5.493799,-3.5638745,Hindi
29,-385.05853,93.956535,-23.731909,51.007378,-26.241043,6.573395,-4.594625,-2.2602968,-1.0002209,-2.057335,-0.8508969,-3.5772758,-0.07882093,-0.084281094,Hindi
30,-396.569,83.782234,-21.440542,47.674934,-26.526371,14.298832,-3.974467,-4.456268,1.1704217,1.504727,-2.0573206,-6.405767,3.4541316,-0.46979988,Hindi
31,-430.6181,74.920494,-13.133383,65.32391,-27.863117,14.935188,-3.7778606,1.3763958,-3.046347,-0.012893443,-0.15120998,-5.0340724,1.3640223,-4.2610135,Hindi
32,-424.58896,72.67346,-24.279558,73.8987,-29.74262,18.764437,-13.636633,6.3238597,-1.9807719,0.088854805,-1.3346013,-8.56382,7.028353,-2.576192,Hindi
33,-423.13544,93.06183,-19.136154,52.059166,-25.300816,16.014805,-6.2739315,-2.8529394,0.7304528,-0.12015977,3.1734037,-7.0660734,1.7012026,-0.3662211,Hindi
34,-435.45337,81.76327,-15.091057,59.800602,-22.195662,20.454527,-11.17784,1.9444883,0.8272152,1.0753527,3.7226262,-7.573764,4.728967,-2.3735707,Hindi
35,-384.11392,79.79706,-27.715986,60.446575,-23.25924,11.394558,-8.972474,-1.7337896,-1.5341014,-1.9179463,0.40518728,-6.5824504,0.78503776,-1.0732454,Hindi
36,-409.60748,93.37554,-18.008389,51.613987,-18.140583,16.187277,-6.0859118,-1.4157155,-0.32669085,0.7931116,-0.48451835,-5.8355026,2.7238312,-0.79196715,Hindi
37,-401.09286,83.935524,-17.247816,61.22314,-26.969818,15.688949,-7.8907046,-2.1015997,-1.5619311,-4.345877,-0.38135275,-8.087713,1.2344042,-1.6514975,Hindi
38,-417.82996,77.923744,-26.280996,58.78921,-32.50047,26.487349,-13.162086,5.70909,-0.63302165,0.8859907,0.16537917,-8.618306,8.54585,-3.8507483,Hindi
39,-373.66882,90.61168,-34.584606,61.541725,-31.448677,14.459455,-15.087274,-0.5158105,0.26564568,0.23735945,-2.6503375,-7.183911,3.6245887,-4.4369464,Hindi
40,-408.3074,82.9006,-15.605313,55.693947,-21.978964,8.525215,-9.291457,-3.9715745,-6.549612,-3.1746774,-0.6188683,-6.6488767,-0.103563145,-1.551421,Hindi
41,-444.6632,70.30058,-14.55985,72.967834,-29.550913,13.845342,-11.754614,3.051843,-2.3822007,-4.8615294,0.121734045,-4.292306,3.767558,-2.4893866,Hindi
42,-453.1307,81.40222,-17.749617,58.339317,-22.903343,19.304722,-4.3614135,-0.80012125,-1.194356,-0.61609685,3.5080237,-6.68664,2.325893,0.12273574,Hindi
43,-397.12585,72.25388,-23.287973,65.407036,-30.027737,13.486928,-3.5530405,0.21016006,-6.616382,-0.5454716,-1.8515853,-9.422582,0.5554104,-3.19444,Hindi
44,-406.2867,73.755295,-17.428452,67.67674,-19.903688,8.383101,-11.091854,1.5853523,-1.2211297,-2.2704377,3.2266765,-4.429277,4.8668776,0.39879364,Hindi
45,-391.6422,80.32884,-30.193304,65.78374,-30.089031,7.8777905,-8.934565,-0.5662042,-3.3172276,-6.71292,-3.9005032,-6.3328147,4.670283,-1.1101204,Hindi
46,-373.24902,81.160835,-45.613514,65.06033,-32.977417,19.121311,-8.224526,-0.47115138,1.075951,1.7973284,1.420921,-6.3928413,4.180513,-1.3543988,Hindi
47,-370.50058,79.895615,-31.670881,71.0985,-39.136517,12.614767,-12.419116,1.3054554,-3.9462986,-4.20184,2.4063194,-8.8067255,3.4553478,-4.1288605,Hindi
48,-383.20132,75.7518,-22.33307,48.330875,-25.891596,19.47505,-4.953809,0.18570517,1.4658172,4.465225,0.1639429,-8.381591,4.0146976,-1.8489715,Hindi
49,-395.775,85.77276,-25.907473,53.093796,-28.446222,10.385973,-7.9256535,-4.7941074,2.107309,-0.73822516,-2.164278,-8.452314,0.31823993,-1.2727135,Hindi
50,-428.97998,69.75177,-28.723682,73.65726,-32.706387,25.339848,-14.15778,3.9686,-0.048951752,1.1980456,2.279073,-5.9016633,6.569543,-3.7795496,Hindi
51,-438.86414,67.92534,-13.921233,64.32551,-24.116173,13.894476,-6.5978117,0.21076898,-4.4805584,-6.901887,1.8980389,-4.110795,1.4658945,-1.1922122,Hindi
52,-413.62445,73.20231,-16.584747,69.45841,-25.400024,10.700509,-10.971588,-0.83083606,-2.37078,-3.877898,-1.2224509,-6.3132973,3.4297347,-1.5455376,Hindi
53,-402.99188,83.68022,-22.126211,57.133747,-32.48589,14.416658,-6.1598406,-2.740003,-0.35368505,-0.79029644,-2.422284,-3.7280757,5.1478977,-2.5625126,Hindi
54,-417.2743,91.83848,-32.044872,49.53555,-35.005234,21.03134,-6.8947663,-2.2480671,2.4862378,1.8237227,-0.8928749,-7.0579762,5.1594744,-3.5840209,Hindi
55,-438.9147,80.76495,-0.46207464,42.550907,-22.463242,18.545725,-3.4142804,-2.138902,0.318532,-1.0325615,-0.28719366,-5.303091,1.928263,-0.37757,Hindi
56,-389.19186,91.31232,-26.218098,52.250786,-26.074406,13.034779,-7.115106,-5.6137037,1.3479122,-1.5969262,-2.045485,-7.3824105,2.6414437,0.15417197,Hindi
57,-405.92123,72.88613,-22.439243,59.419064,-25.186071,10.427507,-8.573945,-0.8864097,1.9712999,-4.9329915,2.750938,-5.7821403,3.2284613,0.16293955,Hindi
58,-420.63892,79.41296,-23.361822,70.805244,-20.786762,19.540161,-10.379949,2.3421757,-2.631943,-3.1676204,4.33996,-8.052369,4.1524367,0.054319166,Hindi
59,-436.4355,101.77567,-18.108591,47.79576,-29.920837,21.262033,-1.5193843,-4.1105437,1.1950682,-1.4960445,-1.6143372,-7.7925587,2.9858656,-1.3656172,Hindi
60,-377.84268,77.637856,-34.21627,59.19078,-29.431719,11.219131,-7.375532,-3.8002617,0.80611336,-2.5113382,-0.31122276,-6.3561287,3.4275227,-0.022764262,Hindi
61,-454.4263,79.58166,-9.269543,47.304165,-20.383558,16.201077,-0.8777136,-5.8490157,2.4785604,-1.7133237,3.6790967,-2.9250617,1.0183531,3.195677,Hindi
62,-419.41525,75.81165,-14.801682,53.043346,-26.047909,10.476158,-2.906204,-4.0448747,-3.3797898,-2.5591533,-0.45573494,-2.0162458,1.958414,-3.9986174,Hindi
63,-379.85922,96.04206,-29.626192,40.3422,-31.02186,18.677258,-6.05833,-7.594401,3.4847138,1.9076409,-0.6461262,-8.594715,2.8984075,0.5853394,Hindi
64,-477.9823,75.76885,-7.2786326,61.100697,-23.629847,14.696994,-9.233966,8.713795,-2.38921,0.3444362,-2.5352347,-3.3680894,4.650159,-5.319453,Hindi
65,-419.63297,80.739746,-15.46022,58.356045,-26.996332,19.709578,-4.630528,-2.0762444,-1.330902,-1.8313669,0.12298407,-10.161756,2.1646538,-1.049493,Hindi
66,-438.22644,70.67285,-2.6056168,54.418163,-12.860428,12.895767,-4.340152,1.2450451,0.7617705,-1.0395598,0.31643632,-4.157456,4.1835155,2.7529163,Hindi
67,-389.31903,75.091644,-25.709698,57.36042,-33.71855,19.116585,-9.051866,-1.3136798,3.8127756,2.2615442,2.134827,-8.115423,2.7358522,-1.4767677,Hindi
68,-395.42096,83.56645,-20.029762,60.809578,-25.35281,12.212793,-5.4089804,-1.832895,-1.5670542,-3.351675,3.462577,-8.310728,2.2539296,1.3661028,Hindi
69,-433.88776,99.846855,-10.705716,43.54614,-27.025524,14.906487,0.40275392,-9.9047,-1.6323725,0.12042472,-3.210961,-6.3059626,-0.52230537,-1.0151496,Hindi
70,-407.72324,78.517525,-22.028797,61.167206,-23.401417,18.18661,-11.940324,2.6951253,-2.6848967,0.3950872,-0.44612956,-10.165932,3.361413,-2.2866693,Hindi
71,-397.9397,75.64218,-30.799744,68.21383,-27.336866,15.493063,-8.284834,-2.5375443,0.19037865,-3.6325932,-0.26069215,-8.312734,3.184425,-2.6861167,Hindi
72,-405.32227,79.72741,-24.669817,62.164818,-25.425285,19.035181,-10.372043,1.8009089,0.9944662,0.13134532,0.6998548,-5.6113515,6.0507174,-2.7938056,Hindi
73,-423.86234,81.2694,-22.1206,67.4025,-22.221455,15.898379,-13.235738,5.1767163,-3.8800297,-1.5797447,0.913516,-4.3709006,5.176318,-5.291992,Hindi
74,-342.63065,78.55863,-34.02276,46.6981,-23.748508,7.467617,-6.388902,-5.581684,1.3913897,-3.0054927,-0.9471516,-8.777189,0.5637785,1.0587864,Hindi
75,-424.99225,73.19712,-6.655242,55.132626,-23.849676,12.354616,-4.747672,-5.166118,-2.97516,-0.5589248,0.91502804,-4.846115,2.316143,-0.5697606,Hindi
76,-409.06335,73.15936,-18.71141,67.27522,-29.195835,16.803307,-10.865662,-0.9624528,0.5208952,-1.5381732,4.048387,-6.8550043,2.6879213,-1.7611735,Hindi
77,-418.21542,83.00406,-20.556997,64.34001,-20.63695,14.761815,-8.514394,1.3795121,-3.8301246,-1.7334293,1.465466,-5.520753,3.2045724,-1.4499996,Hindi
78,-388.8648,74.18493,-24.842796,75.75372,-33.935425,16.792719,-9.431104,-0.5770877,-4.5023847,-6.093268,-3.351765,-7.7818246,3.210207,-2.8558905,Hindi
79,-411.40244,61.196194,2.2867064,41.060482,-10.583437,12.171139,2.0285816,1.1951752,-0.51718175,0.75823146,1.743683,-5.63209,-0.03634352,-0.5368533,Hindi
80,-449.1257,77.28946,-14.842147,46.73599,-21.306696,19.024406,-7.419162,1.4327569,1.8894211,2.748647,0.9693743,-3.4974294,6.9196815,-2.4843981,Hindi
81,-430.90048,81.09772,-13.062472,60.861652,-26.718517,17.868872,-7.0317016,1.8975093,-1.0015827,-2.0679662,0.3913692,-4.2118363,4.941375,-1.4880404,Hindi
82,-381.11984,86.3114,-34.092636,39.646637,-29.82638,16.299011,0.4767187,-5.785048,4.411891,5.39199,-0.27664056,-9.396337,2.4670703,-1.7721303,Hindi
83,-395.70746,80.66714,-22.949347,62.51562,-28.274048,13.141049,-10.841346,-0.26755425,-1.8806384,-1.1089196,-0.53581816,-6.8982487,2.2024055,-2.8289735,Hindi
84,-439.98697,95.25293,-21.481586,53.5778,-29.745922,18.568192,-5.884072,-0.8849169,-1.9490458,0.30615035,-0.19547278,-6.2833066,2.5587654,-4.642966,Hindi
85,-419.078,88.74275,-19.65866,56.645493,-26.19747,12.281357,-4.100037,-1.7969568,-2.950059,-4.830448,-0.1811703,-5.063662,4.1048594,0.30903205,Hindi
86,-369.44046,84.548325,-36.465446,69.27178,-36.285202,16.151838,-10.316824,0.39282283,-1.0560068,-3.6423056,3.4509213,-8.658409,3.1436083,-0.32769078,Hindi
87,-435.6957,89.158165,-16.015734,50.16188,-22.215885,14.28863,-4.2713356,-3.4484596,-0.45965892,-3.1231413,1.0882688,-6.2362857,3.2182631,1.4266461,Hindi
88,-381.64108,46.66617,-12.188541,57.773296,-15.408583,10.46405,-3.3409853,-1.5348103,-0.6128296,-2.9657013,-1.477686,-4.6737037,1.0700288,-3.7273002,Hindi
89,-421.74814,87.49688,-18.41451,49.02759,-23.510456,21.165108,-5.4265065,-7.9624825,2.4850311,-2.300089,-1.3751283,-7.636402,5.17415,0.27894524,Hindi
90,-440.55017,71.90522,-19.511312,66.18146,-27.447918,9.678936,-0.7759026,-1.7557681,-4.428644,-0.10072822,2.7240913,-2.4766893,2.7952654,-2.777953,Hindi
91,-386.9318,82.46069,-26.252977,66.72317,-31.801258,14.062626,-6.11342,-6.0055933,-2.8796308,-5.7851515,-0.33962363,-6.398926,2.0849254,-1.116005,Hindi
92,-415.8944,63.67288,-15.709592,73.46517,-19.523588,12.718764,-8.457764,1.0402277,-2.2517383,-4.146751,0.123928994,-5.5001197,3.0817118,-2.419649,Hindi
93,-426.19122,83.877655,-23.820534,62.007248,-27.333113,17.235527,-9.642446,-3.1944087,-0.116204,0.051928952,-0.8530943,-9.243797,1.3313822,0.19211236,Hindi
94,-381.93512,81.85383,-23.06169,61.088345,-28.60305,13.681722,-6.658378,-2.7411156,0.2801097,-3.984512,2.8667452,-7.070246,0.15894082,-0.5166069,Hindi
95,-396.56906,84.77613,-40.227283,55.660812,-31.533659,16.697676,-11.916489,-1.8702278,3.7272322,4.6868896,0.8668321,-8.868104,4.546595,-1.8201482,Hindi
96,-406.0585,89.632065,-22.45248,56.281235,-29.21335,13.743172,-8.274085,-1.6090908,-1.7854629,-2.9672673,0.6395014,-8.148522,2.0566483,-1.0071349,Hindi
97,-367.163,79.605576,-27.426258,63.23575,-29.716269,17.309818,-13.296851,0.039282184,-0.024797939,-1.743953,0.5439802,-9.0778,5.7181435,-2.4898303,Hindi
98,-413.52893,89.80963,-17.490612,58.597454,-21.825317,10.866758,-6.7345877,0.53764504,-5.7297983,-2.1521997,-0.040491063,-6.019219,2.2761474,-0.68823516,Hindi
99,-420.3338,87.40457,-17.073843,43.068687,-25.812496,20.007702,-5.9218826,-2.8207872,0.35957548,2.4177985,0.83827865,-8.253044,3.0781064,-1.9230007,Hindi
100,-403.673,79.361145,-25.701061,69.56415,-31.547022,20.876486,-14.933109,3.8918772,-4.937521,-2.4662266,-1.4128393,-7.4827776,7.046191,-5.455888,Hindi
101,-363.41306,84.98853,-19.720669,52.770184,-23.245607,10.544286,-7.8885927,-6.3796983,-2.074959,-3.8890603,0.6906903,-4.7280216,1.6382232,0.22368537,Hindi
102,-418.5734,68.42167,-12.22543,74.55152,-26.804092,13.085868,-7.082925,3.9133406,-9.716282,-4.025902,-0.1474182,-6.7348185,1.3639622,-3.4817457,Hindi
103,-434.93085,81.68949,-26.650091,58.19248,-28.073822,17.184168,-10.130902,2.4534538,1.2081525,0.28768605,-2.7100332,-4.49028,4.5191526,-2.2225115,Hindi
104,-397.59702,81.70492,-30.143728,55.572136,-29.64298,16.552088,-2.9528065,-0.11664084,-0.1276003,0.11039537,0.4662317,-9.277395,2.7290103,-1.4962454,Hindi
105,-404.80658,87.74104,-34.368855,66.068634,-33.808033,18.993502,-14.2482195,5.6071963,1.8888767,-1.7200238,0.37106055,-7.11373,5.9307804,-3.2559478,Hindi
106,-399.49887,75.67156,-33.125187,76.75376,-33.769135,16.012136,-7.906191,-2.4551613,-5.1141577,-3.0205615,-1.0969045,-8.861021,1.9970677,-2.8839679,Hindi
107,-413.86136,76.42342,-14.664435,61.462353,-22.951502,17.70523,-10.914447,4.0393233,0.9006895,-0.6740991,-1.1658038,-8.634091,3.94504,-2.2911422,Hindi
108,-382.01288,80.033356,-31.940794,67.898834,-31.759766,12.211172,-10.550571,0.69098234,-1.5261058,-3.4554343,-1.332637,-6.4795847,4.395852,-2.1274927,Hindi
109,-414.90063,99.53639,-25.812592,54.113945,-27.677664,14.259536,-5.357751,-1.5158523,-0.8574021,0.32760102,-2.6349092,-6.1550794,-1.0646567,-3.27423,Hindi
110,-392.90985,95.46821,-39.68212,60.020115,-29.82528,17.21941,-9.99342,0.18724836,3.3938556,1.2185345,0.58157086,-6.963751,3.1780875,-2.4395094,Hindi
111,-398.78586,96.96758,-32.59621,52.564014,-30.159832,17.126585,-10.299077,-3.002622,1.704523,-0.87899536,-0.19394815,-6.8464265,2.7104585,-1.335178,Hindi
112,-408.43542,73.51241,-15.7951565,59.0602,-27.257978,20.032665,-5.0300803,-0.49434298,0.27399647,-2.8893313,1.3522949,-6.85175,3.3466113,-0.9341304,Hindi
113,-443.49365,80.66622,-8.834595,58.915302,-24.948814,16.567972,-3.870857,-2.4918811,-2.716519,0.5802502,-6.6566334,-5.1327,3.97643,-3.172166,Hindi
114,-451.67355,94.12249,-16.779522,54.89315,-27.000257,20.778511,-9.259925,2.5493279,4.6747737,2.1342964,0.6444067,-8.437915,2.8507078,-1.5682796,Hindi
115,-409.33292,86.00605,-15.933612,57.562874,-22.20672,20.496887,-11.049278,2.6100507,1.4554223,3.3443255,-0.7581158,-9.395159,4.4457,-1.4931471,Hindi
116,-387.38248,80.65234,-14.734632,56.43311,-24.257719,12.562146,-9.322328,-3.2496681,1.1967734,-3.1772108,-3.4167974,-8.337421,2.8598804,-0.7830164,Hindi
117,-416.6117,90.79491,-19.586992,53.21059,-26.350014,20.943909,-13.564631,7.2532825,1.8404037,1.6263144,1.3753328,-5.8546453,6.3153067,-3.0797384,Hindi
118,-424.62543,94.93509,-20.505524,51.63195,-27.407875,28.120752,-8.049542,0.85697407,3.027801,4.5638647,1.4711076,-7.0628614,7.504665,-3.4188871,Hindi
119,-407.58502,86.09644,-22.021563,54.15625,-23.481773,18.575851,-7.2651377,-3.2323146,1.199698,0.029097818,1.05704,-6.965789,3.1366405,-0.28483832,Hindi
120,-436.89682,90.427155,-17.59099,63.43579,-35.040344,23.81882,-15.556329,4.4715257,0.7897288,-0.14864229,2.3316727,-8.749636,7.727871,-5.817804,Hindi
121,-423.76505,69.635765,-11.555992,58.787464,-27.351368,20.03053,-9.333982,5.3773828,-4.0670657,1.017985,1.3122802,-8.469749,4.8689313,-3.6320214,Hindi
122,-447.3599,68.46433,-12.169924,71.528404,-26.83105,18.507065,-12.446147,5.5720043,-4.199378,-3.5777237,-0.74377555,-6.403522,4.3208756,-3.41156,Hindi
123,-387.07172,84.567894,-22.936995,46.362827,-25.31058,18.426672,-8.9546795,2.6716516,1.3173381,1.6037917,0.4994966,-8.568885,2.766104,-0.77980906,Hindi
124,-466.54962,74.26944,-6.7978554,66.55383,-16.357283,16.804852,-7.8570833,3.3930688,-5.6255226,0.31403834,0.33832774,-7.4370556,3.1360123,-2.1843991,Hindi
125,-438.72263,71.56853,-12.5545025,69.47502,-30.555397,16.622858,-7.7552247,2.188776,-3.1656878,-2.1363606,-1.109358,-7.149572,1.8857616,-2.7613416,Hindi
126,-439.92938,83.6034,-3.348133,44.29044,-22.466051,18.783909,-1.6313794,0.43868837,1.3046093,0.6461211,-0.37971398,-4.156844,5.662988,-1.2164538,Hindi
127,-411.74008,86.479904,-26.773106,46.218258,-27.313091,14.834924,-2.9918218,-0.5415297,3.290885,4.516489,1.0129021,-3.6580799,1.945436,-2.0607877,Hindi
128,-428.0713,78.395966,-14.574532,68.64009,-24.646841,11.954329,-7.853184,2.2625964,-0.42274606,-2.9027166,-0.046979066,-6.8835545,4.897849,-2.0782075,Hindi
129,-421.336,97.164955,-14.729415,49.376114,-25.966003,14.995868,-0.9426298,-3.9487047,1.0204395,-0.5641489,-1.8923645,-5.817239,-0.13325354,-0.6513245,Hindi
130,-389.39978,71.49573,-7.7257867,49.6723,-20.86661,17.66951,-5.928426,-0.90659463,1.6961887,-0.14330435,4.120775,-7.764564,4.2060657,-0.2257205,Hindi
131,-403.80554,85.147446,-25.29434,67.600464,-29.35016,20.331274,-11.330274,6.063698,-3.4694638,3.1208727,-1.3142506,-11.204052,4.8657045,-2.4624217,Hindi
132,-383.46494,85.05027,-18.55216,61.107414,-27.25877,12.847396,-10.493438,6.0329876,0.53623724,0.35481015,0.27635893,-7.438282,3.981512,-1.6735622,Hindi
133,-420.03186,96.78494,-21.869184,46.88105,-26.737236,21.673635,-3.5308053,-1.9374245,8.274155,4.408848,-0.28450203,-9.595508,2.9678802,-1.4284587,Hindi
134,-445.45322,68.04088,-3.6146631,75.588646,-26.087883,18.903404,-5.665836,3.0521247,-8.403527,-1.0971122,-2.168875,-9.813844,3.134783,-2.8336217,Hindi
135,-401.2509,88.27044,-24.502903,48.588814,-30.853958,21.698973,-3.2303174,-0.69651693,-0.74880964,0.78543746,-0.80963105,-8.070336,1.6623731,-3.6421869,Hindi
136,-432.57022,74.05874,-15.975931,64.48176,-22.935627,22.522543,-10.88203,7.382977,0.37418965,1.9061369,1.2361525,-6.406054,6.9818726,-2.6635296,Hindi
137,-453.5885,89.995056,-19.491331,53.51099,-17.996607,17.085762,-6.216994,-0.5184605,5.6067276,4.142849,-2.0117447,-7.1684594,6.4929953,-0.11861564,Hindi
138,-437.4413,76.28465,-18.9205,60.37581,-23.122202,16.557264,-6.186265,-0.6010003,2.9154105,1.0653919,-5.0319734,-7.4684434,4.4942827,-1.0112839,Hindi
139,-431.15054,83.35155,-8.387218,59.689358,-27.762552,15.296923,-7.1378098,1.0641692,-4.612278,-0.92877203,-2.594775,-8.776694,1.6389049,-2.2091007,Hindi
140,-403.6831,93.85138,-29.724503,51.96773,-28.696869,24.608067,-10.648091,-3.7053752,8.9098015,1.8265707,-0.8746768,-12.38834,6.8137093,-0.79947245,Hindi
141,-420.91187,84.063,-13.737631,51.41447,-34.096138,27.029686,-9.112105,-1.1609474,-1.9847499,1.018436,-2.5092723,-7.525141,3.6648889,-4.3528867,Hindi
142,-456.07248,72.29315,-8.46015,63.137417,-22.57197,19.360092,-2.5911362,5.2676606,-1.8139393,-0.1698568,1.9766576,-4.999217,2.9330962,-2.3646996,Hindi
143,-410.3036,85.608864,-18.235466,60.1428,-27.26236,18.798363,-9.449172,4.369182,-2.106064,-1.4259145,0.7545684,-6.92653,3.269147,-1.3981068,Hindi
144,-453.78128,87.04497,-21.256886,68.72629,-26.453045,20.762094,-12.0892725,7.1446085,2.2339506,3.1102588,0.29443562,-6.648318,8.72623,-5.2445607,Hindi
145,-427.27277,66.562485,-1.7787899,60.817207,-15.946604,10.116041,-3.0616314,-0.77458507,-2.0719402,-2.6746266,-1.236938,-6.345533,-0.6933502,-0.48370194,Hindi
146,-434.961,75.61174,-15.376156,61.64157,-23.076645,11.993669,-4.046797,0.6197819,-3.7137582,-2.962168,-0.76346016,-3.4161022,2.8470862,-2.324626,Hindi
147,-422.42734,85.791794,-18.57922,61.794216,-28.720095,27.882275,-15.53361,6.3585534,0.86216664,2.9438715,3.71388,-11.00517,8.792562,-2.7598038,Hindi
148,-438.70654,71.577095,-13.0961075,62.197468,-30.29044,18.156836,-4.312767,-0.31942296,-2.2137575,-1.6813118,-1.660361,-5.966577,1.5378067,-2.860916,Hindi
149,-447.9691,74.84312,-6.56529,65.60728,-19.480236,11.951996,-5.128409,2.0763664,-1.9720616,-2.9052489,-0.6127071,-5.571711,3.333522,-2.5612235,Hindi
150,-417.6162,80.207146,-16.94015,56.73468,-24.560757,24.743969,-14.00102,1.0002617,4.808596,4.788884,0.92681426,-8.503828,7.8026366,-1.28177,Hindi
151,-392.9675,73.678116,-13.0886,66.09077,-20.35172,19.143303,-12.296027,4.259353,0.35761166,1.5620663,1.8259912,-5.3562584,4.971478,-1.0738729,Hindi
152,-388.4205,85.01555,-30.419071,71.38231,-40.099316,29.298964,-13.98127,6.2860603,-0.46906546,5.3907313,2.3424287,-8.68892,7.6411386,-2.809906,Hindi
